Programme_ID,Commodity,Supplier_ID,Forecast_Period,Forecast_Version_Date,Forecast_Spend,Actual_Spend,Variance,Absolute_Error,Forecast_Failed_Flag,Forecast_Period_End_Date,Revision_Number,Previous_Forecast_Spend,Forecast_Change,Forecast_Change_Direction,Forecast_Stability_Score,Days_Before_Period,Confidence_Band,Committed_Spend,Commitment_Ratio,PO_Count,Actual_Minus_Committed,Programme_Change_Count,Programme_Scope_Churn_Index,Programme_Change_Impact_Index,predicted_failure_probability
P001,Electronics,SUP007,2025-01,2024-08-08,2754195.78,1111691,-1642504.78,1642504.78,1,2025-01-28,1,,,,,173,Low,315800.82,0.115,0,795890.18,19,1.97,1.9
P001,Electronics,SUP007,2025-01,2024-08-20,2215663.95,1111691,-1103972.95,1103972.95,1,2025-01-28,2,2754195.78,-538531.83,DOWN,0.2431,161,Low,305810.52,0.144,0,805880.48,19,1.97,1.9
P001,Electronics,SUP007,2025-01,2024-09-03,1787945.03,1111691,-676254.03,676254.03,1,2025-01-28,3,2215663.95,-427718.92,DOWN,0.2392,147,Low,328731.84,0.178,0,782959.16,19,1.97,1.9
P001,Electronics,SUP007,2025-01,2024-09-06,1545630.82,1111691,-433939.82,433939.82,1,2025-01-28,4,1787945.03,-242314.21,DOWN,0.1568,144,Low,278450.19,0.186,1,833240.81,19,1.97,1.9
P001,Electronics,SUP007,2025-01,2024-10-09,1430254.77,1111691,-318563.77,318563.77,1,2025-01-28,5,1545630.82,-115376.05,DOWN,0.0807,111,Low,406093.65,0.266,4,705597.35,19,1.97,1.9
P001,Electronics,SUP007,2025-01,2024-11-16,1316497.41,1111691,-204806.41,204806.41,1,2025-01-28,6,1430254.77,-113757.36,DOWN,0.0864,73,Low,484457.02,0.359,2,627233.98,19,1.97,1.9
P001,Software,SUP007,2025-02,2024-10-22,3186121.23,1452198,-1733923.23,1733923.23,1,2025-02-28,1,,,,,129,Low,691246.9,0.226,0,760951.1,18,1.81,1.54
P001,Software,SUP007,2025-02,2024-12-04,2581730.63,1452198,-1129532.63,1129532.63,1,2025-02-28,2,3186121.23,-604390.6,DOWN,0.2341,86,Low,909533.46,0.333,4,542664.54,18,1.81,1.54
P001,Software,SUP007,2025-02,2024-12-12,2159324.36,1452198,-707126.36,707126.36,1,2025-02-28,3,2581730.63,-422406.27,DOWN,0.1956,78,Low,736486.23,0.353,2,715711.77,18,1.81,1.54
P001,Software,SUP007,2025-02,2024-12-15,1891430.16,1452198,-439232.16,439232.16,1,2025-02-28,4,2159324.36,-267894.2,DOWN,0.1416,75,Low,659911.74,0.36,1,792286.26,18,1.81,1.54
P001,Software,SUP007,2025-02,2024-12-16,1748530.57,1452198,-296332.57,296332.57,1,2025-02-28,5,1891430.16,-142899.59,DOWN,0.0817,74,Low,641042.06,0.363,3,811155.94,18,1.81,1.54
P001,Software,SUP007,2025-02,2025-01-19,1659010.63,1452198,-206812.63,206812.63,0,2025-02-28,6,1748530.57,-89519.94,DOWN,0.054,40,Low,715418.19,0.447,2,736779.81,18,1.81,1.54
P001,Materials,SUP007,2025-03,2024-11-19,601367.03,279189,-322178.03,322178.03,1,2025-03-28,1,,,,,129,Low,153133.86,0.248,0,126055.14,20,0.93,1.57
P001,Materials,SUP007,2025-03,2024-12-06,492427.11,279189,-213238.11,213238.11,1,2025-03-28,2,601367.03,-108939.92,DOWN,0.2212,112,Low,143045.8,0.295,1,136143.2,20,0.93,1.57
P001,Materials,SUP007,2025-03,2025-01-04,420729.65,279189,-141540.65,141540.65,1,2025-03-28,3,492427.11,-71697.46,DOWN,0.1704,83,Low,163936.43,0.374,0,115252.57,20,0.93,1.57
P001,Materials,SUP007,2025-03,2025-01-08,371831.48,279189,-92642.48,92642.48,1,2025-03-28,4,420729.65,-48898.17,DOWN,0.1315,79,Low,146042.49,0.385,2,133146.51,20,0.93,1.57
P001,Services,SUP007,2025-04,2024-10-30,2705033.66,1133633,-1571400.66,1571400.66,1,2025-04-28,1,,,,,180,Low,273253.57,0.105,2,860379.43,22,2.23,1.91
P001,Services,SUP007,2025-04,2025-01-10,2186112.44,1133633,-1052479.44,1052479.44,1,2025-04-28,2,2705033.66,-518921.22,DOWN,0.2374,108,Low,588323.43,0.266,6,545309.57,22,2.23,1.91
P001,Services,SUP007,2025-04,2025-02-07,1766790.65,1133633,-633157.65,633157.65,1,2025-04-28,3,2186112.44,-419321.79,DOWN,0.2373,80,Low,592761.99,0.333,3,540871.01,22,2.23,1.91
P001,Electronics,SUP007,2025-05,2025-01-15,2315149.57,1293625,-1021524.57,1021524.57,1,2025-05-28,1,,,,,133,Low,465381.41,0.215,5,828243.59,21,1.86,0.96
P001,Electronics,SUP007,2025-05,2025-01-18,1964084.26,1293625,-670459.26,670459.26,1,2025-05-28,2,2315149.57,-351065.31,DOWN,0.1787,130,Low,408178.18,0.222,0,885446.82,21,1.86,0.96
P001,Electronics,SUP007,2025-05,2025-01-30,1723120.76,1293625,-429495.76,429495.76,1,2025-05-28,3,1964084.26,-240963.5,DOWN,0.1398,118,Low,426786.31,0.252,3,866838.69,21,1.86,0.96
P001,Electronics,SUP007,2025-05,2025-03-21,1538200.2,1293625,-244575.2,244575.2,1,2025-05-28,4,1723120.76,-184920.56,DOWN,0.1202,68,Low,561166.48,0.376,5,732458.52,21,1.86,0.96
P001,Electronics,SUP007,2025-05,2025-03-28,1418944.51,1293625,-125319.51,125319.51,0,2025-05-28,5,1538200.2,-119255.69,DOWN,0.084,61,Low,597609.24,0.393,1,696015.76,21,1.86,0.96
P001,Services,SUP007,2025-06,2025-01-10,1004252.38,452937,-551315.38,551315.38,1,2025-06-28,1,,,,,169,Low,121315.79,0.128,0,331621.21,18,1.75,1.8
P001,Services,SUP007,2025-06,2025-01-30,827617.46,452937,-374680.46,374680.46,1,2025-06-28,2,1004252.38,-176634.92,DOWN,0.2134,149,Low,148580.24,0.178,2,304356.76,18,1.75,1.8
P001,Services,SUP007,2025-06,2025-03-19,698096.23,452937,-245159.23,245159.23,1,2025-06-28,3,827617.46,-129521.23,DOWN,0.1855,101,Low,208945.65,0.298,5,243991.35,18,1.75,1.8
P001,Logistics,SUP007,2025-07,2025-03-04,2865941.84,1427620,-1438321.84,1438321.84,1,2025-07-28,1,,,,,146,Low,600756.98,0.195,1,826863.02,17,1.27,1.46
P001,Logistics,SUP007,2025-07,2025-03-25,2363556.95,1427620,-935936.95,935936.95,1,2025-07-28,2,2865941.84,-502384.89,DOWN,0.2126,125,Low,573130,0.251,0,854490,17,1.27,1.46
P001,Logistics,SUP007,2025-07,2025-04-12,2070497.41,1427620,-642877.41,642877.41,1,2025-07-28,3,2363556.95,-293059.54,DOWN,0.1415,107,Low,650910.41,0.299,5,776709.59,17,1.27,1.46
P001,Logistics,SUP007,2025-07,2025-06-09,1874307.39,1427620,-446687.39,446687.39,1,2025-07-28,4,2070497.41,-196190.02,DOWN,0.1047,49,Medium,873285.91,0.452,5,554334.09,17,1.27,1.46
P001,Logistics,SUP007,2025-07,2025-07-10,1708670.67,1427620,-281050.67,281050.67,1,2025-07-28,5,1874307.39,-165636.72,DOWN,0.0969,18,Medium,980684.08,0.534,2,446935.92,17,1.27,1.46
