PC1,PC2,PC3,PC4,PC5,Forecast_Failed_Flag
3.4415568379250634,-1.661571562780068,-0.3111779984529722,0.2230299086252256,3.3921632207329977,1
4.064226267040885,0.8978980207610339,-0.8301525581779707,-1.7662516906230152,1.645274975632273,1
2.863955300538612,0.7115273869994182,-0.8295879366702954,-2.2227858529687112,1.6448582446004294,1
1.6883675628085246,-0.3279985571695528,-0.7354898024784106,-1.7165249270669125,2.30492438226133,1
-0.5186584451346353,-0.3185727262181161,0.10310624521529055,-1.59492361821529,2.997690838872451,1
-1.3161728899556475,0.04286500837219776,0.19927052813814916,-1.836143839109422,3.0012122774710677,1
1.8264718103578235,-0.4699455428136613,1.177126213074629,0.22007703382806307,2.680840871689196,1
1.4665863441743756,3.097848096036394,1.116714887789715,-1.8083684848508124,0.9750281048568917,1
0.7705296751622059,1.926389396558817,1.0042246663676548,-1.8457192850525954,1.3231507613099625,1
-0.009490529349035307,0.9776206052453434,1.0139946162954279,-1.578847357087031,1.7946766191099441,1
-1.1080836531191416,0.3706544790047675,1.1008650627845449,-1.1864403383920237,2.284004495493587,1
-2.1383732178999253,0.3227714073367167,-2.408281350630668,0.8398052074021578,1.4208287588568733,0
1.148893188362737,-1.824484469008561,1.1324478233905289,-0.9446798619020127,1.1898507374550908,1
0.7603985899698787,-1.0839361743065485,0.6487690073905202,-3.0430045779372015,0.033394942917227256,1
-0.37258816479520795,-1.2219730903343546,-2.824000062448121,-0.8918157601907608,-0.7449248326974419,1
-1.1974553648998258,-1.3619528067275497,-2.760374872510053,-0.6607259414986922,-0.46724898559888856,1
3.5816633122838284,-1.6547836669459997,0.49294099738227815,-0.4596801030275055,3.9912896491563434,1
1.7159812446616,2.3737825323837427,-3.235094283423133,-0.9695775637440582,0.9294989031448343,1
0.9399910681117404,2.0136849969613304,-3.232222595902771,-1.3537969741443705,1.0057186486442902,1
1.1884836725305405,-0.9480040653525523,-1.586261332272624,1.404223870498301,0.6307712458349033,1
2.2422792513020964,0.15143053223006894,-1.943619654302213,0.19985821665549508,-0.3496825537519156,1
0.8064569923422199,-0.08666535439682807,-1.954522984500286,0.25710731227142597,-0.115161035875018,1
-1.0278042960286682,0.3824278017143531,-1.6438369125102095,0.013573342738477163,0.0432257860828455,1
-1.315491172177693,-0.13405384992339137,-1.5922998119389822,0.37401597684878074,0.43012930248043035,0
